csv-file,title,author,journal,publisher,url,doi,month,year
citations,Towards {Q}uantum {G}ravity in the {L}ab on {Q}uantum {P}rocessors,"Shapoval, Illya and Su, Vincent Paul and Jong, Wibe de and Urbanek, Miro and Swingle, Brian",{Quantum},"{Verein zur F{\""{o}}rderung des Open Access Publizierens in den Quantenwissenschaften}",https://doi.org/10.22331/q-2023-10-12-1138,10.22331/q-2023-10-12-1138,10,2023
citations,Observing quantum measurement collapse as a learnability phase transition,Utkarsh Agrawal and Javier Lopez-Piqueres and Romain Vasseur and Sarang Gopalakrishnan and Andrew C. Potter,,,https://arxiv.org/abs/2311.00058,https://doi.org/10.48550/arXiv.2311.00058,11,2023
citations,A noise-limiting quantum algorithm using mid-circuit measurements for dynamical correlations at infinite temperature,Etienne Granet and Henrik Dreyer,,,https://arxiv.org/abs/2401.02207,https://doi.org/10.48550/arXiv.2401.02207,1,2024
citations,Ground state energy and magnetization curve of a frustrated magnetic system from real-time evolution on a digital quantum processor,Aaron Szasz and Ed Younis and Wibe Albert de Jong,,,https://arxiv.org/abs/2401.03015,https://doi.org/10.48550/arXiv.2401.03015,1,2024
citations,Stressing Out Modern Quantum Hardware: Performance Evaluation and Execution Insights,Aliza U. Siddiqui and Kaitlin Gili and Chris Ballance,,,https://arxiv.org/abs/2401.13793,https://doi.org/10.48550/arXiv.2401.13793,1,2024
citations,Ground state energy and magnetization curve of a frustrated magnetic system from real-time evolution on a digital quantum processor,Aaron Szasz and Ed Younis and Wibe Albert de Jong,,,https://arxiv.org/abs/2401.03015,https://doi.org/10.48550/arXiv.2401.03015,1,2024
citations,Classical and Quantum Computing of Shear Viscosity for $2+1D$ SU(2) Gauge Theory,Francesco Turro and Xiaojun Yao,,,https://arxiv.org/abs/2402.04221,https://doi.org/10.48550/arXiv.2402.04221,1,2024
citations,Scattering wave packets of hadrons in gauge theories: Preparation on a quantum computer,Zohreh Davoudi and Chung-Chun Hsieh and Saurabh V. Kadam,,,https://arxiv.org/abs/2402.00840,https://doi.org/10.48550/arXiv.2402.00840,2,2024
citations,Evaluating Ground State Energies of Chemical Systems with Low-Depth Quantum Circuits and High Accuracy,Shuo Sun and Chandan Kumar and Kevin Shen and Elvira Shishenina and Christian B. Mendl,,,https://arxiv.org/abs/2402.13960,https://doi.org/10.48550/arXiv.2402.13960,2,2024
citations,A Cross-Platform Execution Engine for the Quantum Intermediate Representation,Elaine Wong and Vicente Leyton Ortega and Daniel Claudino and Seth Johnson and Sharmin Afrose and Meenambika Gowrishankar and Anthony M. Cabrera and Travis S. Humble,,,https://arxiv.org/abs/2404.14299,https://doi.org/10.48550/arXiv.2404.14299,4,2024
citations,Towards a universal QAOA protocol: Evidence of quantum advantage in solving combinatorial optimization problems,J. A. Montanez-Barrera and Kristel Michielsen,,,https://arxiv.org/abs/2405.09169,https://doi.org/10.48550/arXiv.2405.09169,5,2024
citations,Residue Number System (RNS) based Distributed Quantum Addition,Bhaskar Gaur and Travis S. Humble and Himanshu Thapliyal,,,https://arxiv.org/abs/2406.05294,https://doi.org/10.48550/arXiv.2406.05294,6,2024
citations,Observation of a non-Hermitian supersonic mode,Yuxuan Zhang and Juan Carrasquilla and Yong Baek Kim,,,https://arxiv.org/abs/2406.15557,https://doi.org/10.48550/arXiv.2406.15557,6,2024
citations,Qutrit and Qubit Circuits for Three-Flavor Collective Neutrino Oscillations,Francesco Turro and Ivan A. Chernyshev and Ramya Bhaskar and Marc Illa,,,https://arxiv.org/abs/2408.08865,https://doi.org/10.48550/arXiv.2408.08865,6,2024
citations,Efficient Simulation of Open Quantum Systems on NISQ Devices,Colin Burdine and Nora Bauer and George Siopsis and Enrique P. Blair,,,https://arxiv.org/abs/2410.10732,https://doi.org/10.48550/arXiv.2410.10732,10,2024
citations,Efficient Simulation of Open Quantum Systems on NISQ Trapped-Ion Hardware,Colin Burdine and Nora Bauer and George Siopsis and Enrique P. Blair,,,https://arxiv.org/abs/2410.10732,https://doi.org/10.48550/arXiv.2410.10732,10,2024
citations,Entanglement teleportation along a regenerating hamster-wheel graph state,Haiyue Kang and John F. Kam and Gary J. Mooney and Lloyd C. L. Hollenberg,,,https://arxiv.org/abs/2411.13060,https://doi.org/10.48550/arXiv.2411.13060,11,2024
citations,Utilizing redundancies in Qubit Hilbert Space to reduce entangling gate counts in the Unitary Vibrational Coupled-Cluster Method,Michal Szczepanik and Emil Zak,,,https://arxiv.org/abs/2412.03955,https://doi.org/10.48550/arXiv.2412.03955,12,2024
citations,Experimental Decoding Scrambled Quantum Information from the Future,Yi-Te Huang and Siang-Wei Huang and Jhen-Dong Lin and Adam Miranowicz and Neill Lambert and Guang-Yin Chen and Franco Nori and Yueh-Nan Chen,,,https://arxiv.org/abs/2501.16335,https://doi.org/10.48550/arXiv.2501.16335,01,2025
citations,Chemically-Accurate Prediction of the Ionisation Potential of Helium Using a Quantum Processor,Manolo C. Per and Nathan Rhodes and Maiyuren Srikumar and Joshua W. Dai,,,https://arxiv.org/abs/2502.02023,https://doi.org/10.48550/arXiv.2502.02023,02,2025
citations,Postselection-free experimental observation of the measurement-induced phase transition in circuits with universal gates,Xiaozhou Feng and Jeremy Côté and Stefanos Kourtis and Brian Skinner,,,https://arxiv.org/abs/2502.01735,https://doi.org/10.48550/arXiv.2502.01735,02,2025
citations,Evaluating the performance of quantum process units at large width and depth,J. A. Montanez-Barrera and Kristel Michielsen and David E. Bernal Neira,,,https://arxiv.org/abs/2502.06471,https://doi.org/10.48550/arXiv.2502.06471,2,2025
citations,Chemically-Accurate Prediction of the Ionisation Potential of Helium Using a Quantum Processor,Manolo C. Per and Nathan Rhodes and Maiyuren Srikumar and Joshua W. Dai,,,https://arxiv.org/abs/2502.02023,https://doi.org/10.48550/arXiv.2502.02023,2,2025
citations,Postselection-free experimental observation of the measurement-induced phase transition in circuits with universal gates,Xiaozhou Feng and Jeremy Côté and Stefanos Kourtis and Brian Skinner,,,https://arxiv.org/abs/2502.01735,https://doi.org/10.48550/arXiv.2502.01735,2,2025
collaborations,Bounding the finite-size error of quantum many-body dynamics simulations,"Wang, Zhiyuan and Foss-Feig, Michael and Hazzard, Kaden R. A.",Phys. Rev. Research,American Physical Society,https://link.aps.org/doi/10.1103/PhysRevResearch.3.L032047,10.1103/PhysRevResearch.3.L032047,8,2021
collaborations,Dynamical topological phase realized in a trapped-ion quantum simulator,"Dumitrescu, Philipp T. and Bohnet, Justin G. and Gaebler, John P. and Hankin, Aaron and Hayes, David and Kumar, Ajesh and Neyenhuis, Brian and Vasseur, Romain and Potter, Andrew C.",Nature,Nature,https://doi.org/10.1038/s41586-022-04853-4,10.1038/s41586-022-04853-4,7,2022
collaborations,Entanglement from Tensor Networks on a Trapped-Ion Quantum Computer,"Foss-Feig, Michael and Ragole, Stephen and Potter, Andrew and Dreiling, Joan and Figgatt, Caroline and Gaebler, John and Hall, Alex and Moses, Steven and Pino, Juan and Spaun, Ben and Neyenhuis, Brian and Hayes, David",Phys. Rev. Lett.,American Physical Society,https://link.aps.org/doi/10.1103/PhysRevLett.128.150504,10.1103/PhysRevLett.128.150504,4,2022
collaborations,Application-Oriented Performance Benchmarks for Quantum Computing,"Lubinski, Thomas and Johri, Sonika and Varosy, Paul and Coleman, Jeremiah and Zhao, Luning and Necaise, Jason and Baldwin, Charles H. and Mayer, Karl and Proctor, Timothy",,arXiv,https://arxiv.org/abs/2110.03137,10.48550/ARXIV.2110.03137,10,2021
collaborations,A tensor network discriminator architecture for classification of quantum data on quantum computers,"Wall, Michael L. and Titum, Paraj and Quiroz, Gregory and Foss-Feig, Michael and Hazzard, Kaden R. A.",,APS,https://journals.aps.org/pra/abstract/10.1103/PhysRevA.105.062439,https://doi.org/10.1103/PhysRevA.105.062439,6,2022
collaborations,Rodeo Algorithm with Controlled Reversal Gates,"Bee-Lindgren, Max and Qian, Zhengrong and DeCross, Matthew and Brown, Natalie C. and Gilbreth, Christopher N. and Watkins, Jacob and Zhang, Xilin and Lee, Dean",,arXiv,https://arxiv.org/abs/2208.13557,10.48550/ARXIV.2208.13557,8,2022
collaborations,Holographic Simulation of Correlated Electrons on a Trapped-Ion Quantum Processor,"Niu, Daoheng and Haghshenas, Reza and Zhang, Yuxuan and Foss-Feig, Michael and Chan, Garnet Kin-Lic and Potter, Andrew C.",PRX Quantum,American Physical Society,https://link.aps.org/doi/10.1103/PRXQuantum.3.030317,10.1103/PRXQuantum.3.030317,8,2022
collaborations,Qubit-efficient simulation of thermal states with quantum tensor networks,"Zhang, Yuxuan and Jahanbani, Shahin and Niu, Daoheng and Haghshenas, Reza and Potter, Andrew C.",,American Physical Review,https://journals.aps.org/prb/abstract/10.1103/PhysRevB.106.165126,https://doi.org/10.1103/PhysRevB.106.165126,10,2022
collaborations,Opportunities and Limitations in Broadband Sensing,"Polloreno, Anthony M. and Beckey, Jacob L. and Levin, Joshua and Shlosberg, Ariel and Thompson, James K. and Foss-Feig, Michael and Hayes, David and Smith, Graeme",,American Physical Society,https://journals.aps.org/prapplied/abstract/10.1103/PhysRevApplied.19.014029,https://doi.org/10.1103/PhysRevApplied.19.014029,1,2023
collaborations,A Modular Engine for Quantum Monte Carlo Integration,Ismail Yunus Akhalwaya and Adam Connolly and Roland Guichard and Steven Herbert and Cahit Kargi and Alexandre Krajenbrink and Michael Lubasch and Conor Mc Keever and Julien Sorci and Michael Spranger and Ifan Williams,,,https://arxiv.org/abs/2308.06081,,7,2023
collaborations,Characterizing a non-equilibrium phase transition on a quantum computer,"Chertkov, Eli and Cheng, Zihan and Potter, Andrew C. and Gopalakrishnan, Sarang and Gatterman, Thomas M. and Gerber, Justin A. and Gilmore, Kevin and Gresh, Dan and Hall, Alex and Hankin, Aaron and Matheny, Mitchell and Mengle, Tanner and Hayes, David and Neyenhuis, Brian and Stutz, Russell and Foss-Feig, Michael",,Nature Physics,https://www.nature.com/articles/s41567-023-02199-w,https://doi.org/10.1038/s41567-023-02199-w,9,2023
collaborations,Peptide Binding Classification on Quantum Computers,Charles London and Douglas Brown and Wenduan Xu and Sezen Vatansever and Christopher James Langmead and Dimitri Kartsaklis and Stephen Clark and Konstantinos Meichanetzidis,,,https://link.springer.com/article/10.1007/s42484-024-00154-3#citeas,https://doi.org/10.1007/s42484-024-00154-3,2,2024
collaborations,Non-Abelian topological order and anyons on a trapped-ion processor,"Iqbal, Mohsin and Tantivasadakarn, Nathanan and Verresen, Ruben and Campbell, Sara L. and Dreiling, Joan M. and Figgatt, Caroline and Gaebler, John P. and Johansen, Jacob and Mills, Michael and Moses, Steven A. and Pino, Juan M. and Ransford, Anthony and Rowe, Mary and Siegfried, Peter and Stutz, Russell P. and Foss-Feig, Michael and Vishwanath, Ashvin and Dreyer, Henrik",Nature,Springer Science and Business Media LLC,http://dx.doi.org/10.1038/s41586-023-06934-4,10.1038/s41586-023-06934-4,2,2024
collaborations,Passive dynamical decoupling of trapped-ion qubits and qudits,"Sutherland, R. T. and Erickson, S. D.",Phys. Rev. A,American Physical Society,https://link.aps.org/doi/10.1103/PhysRevA.109.022620,10.1103/PhysRevA.109.022620,Feb,2024
collaborations,Robust measurements of n-point correlation functions of driven-dissipative quantum systems on a digital quantum computer,"Del Re, Lorenzo and Rost, Brian and Foss-Feig, Michael and Kemper, A. F. and Freericks, J. K.",,American Physical Review,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.132.100601,https://doi.org/10.1103/PhysRevLett.132.100601,3,2024
collaborations,Playing nonlocal games across a topological phase transition on a quantum computer,Oliver Hart and David T. Stephen and Dominic J. Williamson and Michael Foss-Feig and Rahul Nandkishore,,,https://arxiv.org/abs/2403.04829,https://doi.org/10.48550/arXiv.2403.04829,3,2024
collaborations,Quantum state preparation for multivariate functions,Matthias Rosenkranz and Eric Brunner and Gabriel Marin-Sanchez and Nathan Fitzpatrick and Silas Dilkes and Yao Tang and Yuta Kikuchi and Marcello Benedetti,,,https://arxiv.org/abs/2405.21058,https://doi.org/10.48550/arXiv.2405.21058,5,2024
collaborations,Quantum Computed Green's Functions using a Cumulant Expansion of the Lanczos Method,Gabriel Greene-Diniz and David Zsolt Manrique and Kentaro Yamamoto and Evgeny Plekhanov and Nathan Fitzpatrick and Michal Krompiec and Rei Sakuma and David Muñoz Ramo,,,https://quantum-journal.org/papers/q-2024-06-20-1383/,https://doi.org/10.22331/q-2024-06-20-1383,6,2024
collaborations,The computational power of random quantum circuits in arbitrary geometries,Matthew DeCross and Reza Haghshenas and Minzhao Liu and Enrico Rinaldi and Johnnie Gray and Yuri Alexeev and Charles H. Baldwin and John P. Bartolotta and Matthew Bohn and Eli Chertkov and Julia Cline and Jonhas Colina and Davide DelVento and Joan M. Dreiling and Cameron Foltz and John P. Gaebler and Thomas M. Gatterman and Christopher N. Gilbreth and Joshua Giles and Dan Gresh and Alex Hall and Aaron Hankin and Azure Hansen and Nathan Hewitt and Ian Hoffman and Craig Holliman and Ross B. Hutson and Trent Jacobs and Jacob Johansen and Patricia J. Lee and Elliot Lehman and Dominic Lucchetti and Danylo Lykov and Ivaylo S. Madjarov and Brian Mathewson and Karl Mayer and Michael Mills and Pradeep Niroula and Juan M. Pino and Conrad Roman and Michael Schecter and Peter E. Siegfried and Bruce G. Tiemann and Curtis Volin and James Walker and Ruslan Shaydulin and Marco Pistoia and Steven. A. Moses and David Hayes and Brian Neyenhuis and Russell P. Stutz and Michael Foss-Feig,,,https://arxiv.org/abs/2406.02501,https://doi.org/10.48550/arXiv.2406.02501,6,2024
collaborations,Fault-Tolerant One-Bit Addition with the Smallest Interesting Colour Code,Yang Wang and Selwyn Simsek and Thomas M. Gatterman and Justin A. Gerber and Kevin Gilmore and Dan Gresh and Nathan Hewitt and Chandler V. Horst and Mitchell Matheny and Tanner Mengle and Brian Neyenhuis and Ben Criger,,,https://www.science.org/doi/full/10.1126/sciadv.ado9024,https://doi.org/10.1126/sciadv.ado9024,7,2024
collaborations,Experiments with the 4D Surface Code on a QCCD Quantum Computer,Noah Berthusen and Joan Dreiling and Cameron Foltz and John P. Gaebler and Thomas M. Gatterman and Dan Gresh and Nathan Hewitt and Michael Mills and Steven A. Moses and Brian Neyenhuis and Peter Siegfried and David Hayes,,,https://arxiv.org/abs/2408.08865,https://doi.org/10.48550/arXiv.2408.08865,7,2024
collaborations,Fault-tolerant one-bit addition with the smallest interesting color code,Yang Wang  and Selwyn Simsek  and Thomas M. Gatterman  and Justin A. Gerber  and Kevin Gilmore  and Dan Gresh  and Nathan Hewitt  and Chandler V. Horst  and Mitchell Matheny  and Tanner Mengle  and Brian Neyenhuis  and Ben Criger ,Science Advances,,https://www.science.org/doi/abs/10.1126/sciadv.ado9024,10.1126/sciadv.ado9024,7,2024
collaborations,Measuring the Loschmidt Amplitude for Finite-Energy Properties of the Fermi-Hubbard Model on an Ion-Trap Quantum Computer,"H\'emery, K\'evin and Ghanem, Khaldoon and Crane, Eleanor and Campbell, Sara L. and Dreiling, Joan M. and Figgatt, Caroline and Foltz, Cameron and Gaebler, John P. and Johansen, Jacob and Mills, Michael and Moses, Steven A. and Pino, Juan M. and Ransford, Anthony and Rowe, Mary and Siegfried, Peter and Stutz, Russell P. and Dreyer, Henrik and Schuckert, Alexander and Nigmatullin, Ramil",PRX Quantum,American Physical Society,https://link.aps.org/doi/10.1103/PRXQuantum.5.030323,10.1103/PRXQuantum.5.030323,8,2024
collaborations,Nonlinear dynamics as a ground-state solution on quantum computers,"Pool, Albert J. and Somoza, Alejandro D. and Mc Keever, Conor and Lubasch, Michael and Horstmann, Birger",Phys. Rev. Res.,American Physical Society,https://link.aps.org/doi/10.1103/PhysRevResearch.6.033257,10.1103/PhysRevResearch.6.033257,9,2024
collaborations,Demonstration of quantum computation and error correction with a tesseract code,Ben W. Reichardt and David Aasen and Rui Chao and Alex Chernoguzov and Wim van Dam and John P. Gaebler and Dan Gresh and Dominic Lucchetti and Michael Mills and Steven A. Moses and Brian Neyenhuis and Adam Paetznick and Andres Paz and Peter E. Siegfried and Marcus P. da Silva and Krysta M. Svore and Zhenghan Wang and Matt Zanner,,,https://arxiv.org/abs/2409.04628,https://doi.org/10.48550/arXiv.2409.04628,9,2024
collaborations,Scalable and interpretable quantum natural language processing: an implementation on trapped ions,Tiffany Duneau and Saskia Bruhn and Gabriel Matos and Tuomas Laakkonen and Katerina Saiti and Anna Pearson and Konstantinos Meichanetzidis and Bob Coecke,,,https://arxiv.org/abs/2409.08777,https://arxiv.org/abs/2409.08777,9,2024
collaborations,Entangling four logical qubits beyond break-even in a nonlocal code,Yifan Hong and Elijah Durso-Sabina and David Hayes and Andrew Lucas,,,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.133.180601,https://doi.org/10.1103/PhysRevLett.133.180601,10,2024
collaborations,Noisy intermediate-scale quantum simulation of the one-dimensional wave equation,"Wright, Lewis and Mc Keever, Conor and First, Jeremy T. and Johnston, Rory and Tillay, Jeremy and Chaney, Skylar and Rosenkranz, Matthias and Lubasch, Michael",Phys. Rev. Res.,American Physical Society,https://link.aps.org/doi/10.1103/PhysRevResearch.6.043169,10.1103/PhysRevResearch.6.043169,11,2024
collaborations,Analysis of the confinement string in (2 + 1)-dimensional Quantum Electrodynamics with a trapped-ion quantum computer,Arianna Crippa and Karl Jansen and Enrico Rinaldi,,,https://arxiv.org/abs/2411.05628,https://doi.org/10.48550/arXiv.2411.05628,11,2024
collaborations,Cooling Trapped Ions with Phonon Rapid Adiabatic Passage,"Fabrikant, M. I. and Lauria, P. and Madjarov, I. S. and Burton, W. C. and Sutherland, R. T.",Phys. Rev. X,American Physical Society,https://link.aps.org/doi/10.1103/PhysRevX.14.041046,10.1103/PhysRevX.14.041046,11,2024
collaborations,Experiments with the four-dimensional surface code on a quantum charge-coupled device quantum computer,"Berthusen, Noah and Dreiling, Joan and Foltz, Cameron and Gaebler, John P. and Gatterman, Thomas M. and Gresh, Dan and Hewitt, Nathan and Mills, Michael and Moses, Steven A. and Neyenhuis, Brian and Siegfried, Peter and Hayes, David",Physical Review A,American Physical Society (APS),http://dx.doi.org/10.1103/PhysRevA.110.062413,10.1103/physreva.110.062413,12,2024
collaborations,On-Chip Verified Quantum Computation with an Ion-Trap Quantum Processing Unit,Cica Gustiani and Dominik Leichtle and Daniel Mills and Jonathan Miller and Ross Grassie and Elham Kashefi,,,https://arxiv.org/abs/2410.24133,https://doi.org/10.48550/arXiv.2410.24133,1,2025
collaborations,A general approach to quantum integration of cross sections in high-energy physics,Ifan Williams and Mathieu Pellen,,,https://arxiv.org/abs/2502.14647,https://doi.org/10.48550/arXiv.2502.14647,2,2025
collaborations,Fully optimised variational simulation of a dynamical quantum phase transition on a trapped-ion quantum computer,Lesley Gover and Vinul Wimalaweera and Fariha Azad and Matthew DeCross and Michael Foss-Feig and Andrew G. Green,,,https://arxiv.org/abs/2502.06961,https://doi.org/10.48550/arXiv.2502.06961,2,2025
